id,source,target
8223,Nach aufmerksamster Durchsicht wurden die Amsterdam-Inseln ihrerseits ausgeschieden.,Na een naauwlettend onderzoek werden de eilanden Amsterdam op hun beurt ter zijde gesteld.
8224,"Kein einziges ganzes oder zerstückeltes deutsches, englisches oder französisches Wort paßte auf diese Gruppe des Indischen Oceans.","Geen enkel volledig of afgebroken fransch, engelsch of duitsch woord kon op deze eilandengroep in den Indischen oceaan betrekking hebben."
8225,"»Wir gelangen nun zu Australien, fuhr Paganel fort; der siebenunddreißigste Parallelkreis trifft diesen Continent am Cap Bernouilli, er verläßt ihn bei der Twofold-Bai.","""Nu komen wij aan Australië,"" hernam Paganel. ""De zeven en dertigste breedtegraad loopt over dit vastland van kaap Bernouilli tot de Twofold-baai."
8226,"Sie werden mit mir, und ohne dem Texte Zwang anzuthun, übereinstimmen, daß das englische Wortstück ... stra und das französische austral sich auf Australien beziehen können.","Gij zult met mij toestemmen, dat het engelsche woord _stra_ en het fransche _austral_ zonder den tekst geweld aan te doen op Australië slaan kunnen."
8227,"Die Sache ist so einleuchtend, daß ich nicht weiter darauf eingehe.«","De zaak is zoo duidelijk, dat ik er niet verder over wil spreken."""
8228,Jedermann billigte Paganel's Schlußfolgerungen.,Allen stemden in met het gevoelen van Paganel.
8229,Dieses System vereinte alle Wahrscheinlichkeiten zu seinen Gunsten.,Alle gronden van waarschijnlijkheid waren voor die meening.
8230,"»Gehen wir weiter, sagte der Major.","""Gaan wij verder,"" zeide de majoor."
8231,"– Recht gern, erwiderte der Geograph, die Reise ist sehr leicht.","""Met genoegen,"" antwoordde de aardrijkskundige, ""de reis is gemakkelijk genoeg."
8232,"Verläßt man die Twofold-Bai und überschreitet den Meeresarm, der im Osten Australiens hinzieht, so trifft man auf Neu-Seeland.","De Twofold-baai verlatende, steken wij den zeearm over, die zich ten oosten van Australië bevindt en treffen Nieuw-Zeeland aan."
8233,"Vor Allem will ich Sie daran erinnern, daß das Wort contin ... aus dem französischen Schriftstücke unwiderleglich auf einen ›Continent‹ hindeutet.","Vooraf echter herinner ik u, dat het woord _contin_ van het fransche document onmogelijk iets anders kan beteekenen dan een ""continent"" (vast land)."
8234,"Kapitän Grant kann also keine Zuflucht auf Neu-Seeland, da dieses nur eine Insel ist, gefunden haben.","Derhalve kan kapitein Grant geen schuilplaats op Nieuw-Zeeland gevonden hebben, dat maar een eiland is."
8235,"Doch wie dem auch sei, prüfen Sie, vergleichen Sie, wenden Sie die Worte und sehen, wenn es möglich ist, ob sie auf diese neue Gegend passen könnten.","Hoe het ook zij, onderzoekt, vergelijkt, zet de woorden om, en ziet of zij ook maar in de verte op dit laatste gewest betrekking kunnen hebben."""
8236,"– Auf keinerlei Weise, antwortete John Mangles, der die Documente und den Planiglob mit möglichster Sorgfalt prüfte.","""Volstrekt niet,"" antwoordde John Mangles, die de documenten en de kaart aan een naauwkeurig onderzoek onderwierp."
8237,"– Nein, sagten die Zuhörer Paganel's, und der Major selbst, nein, von Neu-Seeland kann keine Rede sein.","""Neen,"" zeiden al de toehoorders van Paganel en de majoor zelf ook, ""neen, Nieuw-Zeeland kan niet bedoeld zijn."""
8238,"– Und nun, fuhr der Geograph fort, durchschneidet der siebenunddreißigste Breitegrad in dem ganzen ungeheuren Raum, der diese große Insel von der amerikanischen Küste trennt, nur noch eine unfruchtbare und verlassene Insel.","""Op de ontzaggelijke ruimte, die dit groote eiland van de amerikaansche kust scheidt,"" hervatte de aardrijkskundige, ""snijdt de zeven en dertigste breedtegraad slechts een woest en onbewoond eilandje."""
8239,– Und diese heißt? ... fragte der Major.,"""Dat heet?..."" vroeg de majoor."
8240,– Betrachten Sie die Karte.,"""Zie maar op de kaart."
8241,"Es ist die Insel Maria Theresia, ein Name, von dem ich in den drei Documenten keine Spur entdecke.","Het is Maria-Theresa, een naam, waarvan ik niet het geringste spoor in de drie documenten vind."""
8242,"– Keine Spur, bestätigte Glenarvan.","""Geen enkel,"" bevestigde Glenarvan."
8243,"– Ich überlasse es nun Ihnen, meine Freunde, zu entscheiden, ob nicht alle Wahrscheinlichkeiten, um nicht Gewißheiten zu sagen, zu Gunsten des australischen Continentes sprechen.","""Nu laat ik het aan u over, mijne vrienden! om te beslissen of niet alle waarschijnlijkheden, om niet te zeggen de zekerheid voor het australisch vastland pleit?"""
8244,"– Ganz zweifellos, erwiderten einstimmig die Passagiere und der Kapitän des Duncan.","""Ja! ja!"" riepen al de passagiers en de kapitein der _Duncan_ tegelijk."
8245,"– John, sagte darauf Glenarvan, Sie haben Lebensmittel und Kohle in hinreichender Menge?","""Hebt gij genoeg levensmiddelen en kolen, John?"" vroeg nu Glenarvan."
8246,"– Ja, Ew. Herrlichkeit, ich habe mich in Talcahuano reichlich damit versehen, und übrigens wird die Capstadt uns Gelegenheit bieten, unser Brennmaterial leicht zu erneuern.","""Ja, Uwe Edelheid! ik heb mij te Talcahuano goed voorzien, en aan de Kaapstad zullen wij gemakkelijk genoeg kolen kunnen innemen."""
8247,"– Wohlan denn, so nehmen Sie den Weg ...","""Geef dan den koers...."""
8248,"– Noch eine Bemerkung, sagte der Major, seinen Freund unterbrechend.","""Nog ééne opmerking,"" zeide de majoor zijn vriend in de rede vallende."
8249,"– Theilen Sie uns dieselbe mit, Mac Nabbs.","""En die is, Mac Nabbs?"""
8250,"– Wie groß nun auch die Garantien des Erfolges sein mögen, die uns Australien bietet, würde es nicht geboten erscheinen, einen oder zwei Tage auf die Inseln Tristan d'Acunha und Amsterdam zu verwenden?","""Hoeveel kans van welslagen Australië ons ook aanbiedt, zou het toch mijns bedunkens goed zijn een dag of twee bij de eilanden Tristan d' Acunha en Amsterdam aan te leggen."
8251,"Sie liegen in unserem Course, bringen uns also keineswegs von unserem Wege ab.",Zij liggen op onzen weg en zullen ons niet van den koers afbrengen.
8252,"Wir werden auf diese Weise erfahren, ob die Britannia dort keine Spuren ihres Schiffbruches hinterlassen hat.","Dan zullen wij weten, of de _Britannia_ er niet eenig spoor van haar schipbreuk heeft achtergelaten."""
8253,"– Der ungläubige Major! rief Paganel, er besteht auf seinem Kopfe.","""Wat is die ongeloovige majoor toch vasthoudend!"" riep Paganel."
8254,"– Ich bestehe vorzüglich darauf, den Weg nicht zweimal zu machen, wenn Australien zufällig die Hoffnungen nicht erfüllen sollte, die es jetzt erweckt.","""Ik ben er volstrekt niet op gesteld om terug te keeren, wanneer Australië soms de verwachting, die wij er van koesteren, niet vervullen mogt."""
8255,"– Diese Vorsicht scheint mir gut, meinte Glenarvan.","""Die voorzorg is dunkt mij niet kwaad,"" sprak Glenarvan."
8256,"– Und ich werde Sie nicht davon abzubringen suchen, warf Paganel ein.","""En ik zal u niet afraden om ze te nemen,"" antwoordde Paganel."
8257,Im Gegentheil.,"""Integendeel."""
8258,"– Nun denn, John, befahl Glenarvan, steuern Sie auf Tristan d'Acunha.","""Wend dan den steven naar Tristan d'Acunha, John!"" zeide Glenarvan."
8259,"– Im Augenblick, Ew. Herrlichkeit«, erwiderte der Kapitän und bestieg sein Verdeck, während Robert und Mary lebhafte Worte des Dankes an Lord Glenarvan richteten.","""Terstond, Uwe Edelheid!"" gaf de kapitein ten antwoord, en hij ging naar het dek, terwijl Robert en Mary Grant lord Glenarvan hun levendigen dank betuigden."
8260,"Bald entfernte sich der Duncan von der Küste Amerikas, und sein schneller Vordersteven theilte, in der Richtung nach Osten, die Wogen des Atlantischen Oceans.",Weldra verliet de _Duncan_ de amerikaansche kust en zich oostwaarts rigtende kliefde haar steven snel de baren van den Atlantischen oceaan.
8261,Zweites Capitel.,II.
8262,Tristan d'Acunha.,Tristan d'Acunha.
8263,"Wäre die Yacht der Linie des Aequators gefolgt, so hätten die hundertundsechsundneunzig Längengrade, welche Australien von Amerika, oder genauer Cap Bernouilli von Cap Corrientes trennen, 11,760 Seemeilen betragen.","Indien het jagt de evennachtslijn had gevolgd, zouden de honderd zes en negentig graden, die Australië van Amerika of liever kaap Bernouilli van kaap Corrientes scheiden, gelijk geweest zijn aan elf duizend zeven honderd zestig geographische mijlen."
8264,"Auf dem siebenunddreißigsten Breitengrade stellen diese hundertundsechsundneunzig Längengrade, in Folge der Kugelform der Erde, nur 9480 Seemeilen dar.","Maar op den zeven en dertigsten breedtegraad komen die honderd zes en negentig graden, ten gevolge van de gedaante des aardbols, overeen met slechts negen duizend vier honderd tachtig zulke mijlen."
8265,"Von der amerikanischen Küste bis Tristan d'Acunha rechnet man 2100 Meilen, eine Entfernung, welche John Mangles in zehn Tagen zurückzulegen hoffte, vorausgesetzt, daß nicht scharfe Ostwinde den Lauf der Yacht verzögerten.","Van de amerikaansche kust tot Tristan d'Acunha rekent men twee duizend één honderd mijlen, een afstand, dien John Mangles in tien dagen hoopte af te leggen, indien de oostewinden de vaart van het jagt niet belemmerden."
8266,"Uebrigens hatte er allen Grund zufrieden zu sein, denn gegen Abend fiel die Brise merklich ab, schlug dann um, und der Duncan konnte auf ruhigem Meere alle seine unvergleichlichen Eigenschaften zur Geltung bringen.","Hij had alle reden tot tevredenheid, want tegen den avond bedaarde de wind merkbaar, en nu kon de _Duncan_ op een stille zee al haar uitmuntende hoedanigheden aan den dag leggen."
8267,Schon an demselben Tage hatten die Passagiere alle ihre Lebensgewohnheiten an Bord wieder aufgenommen.,Dienzelfden dag hadden de passagiers hunne scheepsgewoonten weder aangenomen.
8268,"Es schien, als hätten sie das Schiff während eines Monats nicht verlassen.","Men zou niet gezegd hebben, dat zij in geen maand aan boord waren geweest."
8269,"Nach dem Wasser des Großen Oceans dehnte sich jetzt das des Atlantischen Weltmeeres vor ihren Augen aus, und bis auf wenige feinere Unterschiede waren alle Wogen einander ähnlich.","Na het water van de Stille Zuidzee strekte zich dat van den Atlantischen oceaan voor hun gezigt uit, en met slechts geringe wijzigingen gelijken alle golven elkaar."
8270,"Die Elemente, welche sie erst so furchtbar geprüft hatten, vereinigten jetzt alle Kräfte, sie zu begünstigen.","Na hen zoo vreeselijk op de proef te hebben gesteld, vereenigden zich thans de elementen om hen te begunstigen."
8271,"Friedlich war der Ocean, günstig wehte der Wind, und das ganze, von einer westlichen Brise geschwellte Segelwerk unterstützte den in dem Kessel aufgespeicherten, unermüdlichen Dampf.","De oceaan was rustig, de wind in den goeden hoek, en al de kracht der zeilen, die de westewinden deden zwellen, kwam de onvermoeibare stoomkracht te hulp, die in den stoomketel was besloten."
8272,Diese schnelle Fahrt ging ohne Zufall und ohne Unfall von statten.,Die snelle overtogt had dan ook zonder buitengewone voorvallen of onheilen plaats.
8273,Mit Vertrauen hoffte man auf die australische Küste.,Vol vertrouwen stevende men naar de australische kust.
8274,Die Wahrscheinlichkeiten wurden zu Gewißheiten.,De waarschijnlijkheid werd tot zekerheid.
8275,"Man sprach vom Kapitän Grant, als ob die Yacht ihn in einem bestimmten Hafen abholen sollte.","Er werd over kapitein Grant gesproken, alsof het jagt hem in een bepaalde haven aan boord ging nemen."
8276,Seine Cabine und die Lagerstätten für seine zwei Begleiter wurden hergerichtet.,Zijn hut en de kooijen zijner beide reisgenooten werden reeds in gereedheid gebragt.
8277,"Mary Grant gefiel sich darin, sie mit eigener Hand zu ordnen und zu schmücken.",Mary Grant vond er behagen in ze eigenhandig in orde te brengen en op te schikken.
8278,"Sie war ihr von Mr. Olbinett abgetreten worden, der thatsächlich das Zimmer der Mss.",Olbinett had de zijne afgestaan en deelde nu de hut van zijn vrouw.
8279,"Olbinett theilte. Diese Cabine grenzte an die berühmte Nummer sechs, welche an Bord der Scotia für Jacques Paganel bestimmt gewesen war.","Deze hut grensde aan het beruchte N° 6, dat aan boord van de _Scotia_ door Jacques Paganel was besproken."
8280,Der gelehrte Geograph hielt sich dort fast immer eingeschlossen.,De geleerde aardrijkskundige kwam er bijna niet uit.
8281,"Er arbeitete vom Morgen bis zum Abend an einem Werke unter dem Titel: »Erhabene Eindrücke eines Geographen in den Pampas Argentiniens.« Man hörte ihn mit bewegter Stimme seine eleganten Perioden prüfen, bevor er sie den weißen Blättern seines Collectaneenbuches anvertraute, und mehr als einmal rief er, Klio, der Muse der Geschichtschreibung ungetreu, in seiner Begeisterung Kalliope, die Muse des epischen Gesanges, an.","Hij werkte van den vroegen morgen tot den laten avond aan een boek, getiteld: _Verhevene indrukken van een aardrijkskundige in de argentijnsche Pampa_. Met ontroerde stem hoorde men hem zijn sierlijke volzinnen opzeggen, voor hij ze aan de witte bladzijden van zijn aanteekenboekje toevertrouwde, en meer dan eens riep hij, ontrouw aan Clio, de muze der geschiedenis, vol verrukking de goddelijke Calliope aan, die de heldendichters bezielt."
8282,Paganel war sich darüber auch nicht im Unklaren.,Paganel maakte er ook volstrekt geen geheim van.
8283,Apollo's keusche Töchter verließen für ihn willig die Gipfel des Parnaß oder des Helikon.,Om zijnentwil verlieten Apollo's kuische dochteren gaarne de toppen van den Parnassus of den Helikon.
8284,Lady Helena entbot ihm darüber ihre aufrichtigen Complimente.,Lady Helena maakte hem er haar opregt gemeend compliment over.
8285,Der Major beglückwünschte ihn auch wegen dieser mythologischen Besuche.,Ook de majoor wenschte hem geluk met die bezoeken der zanggodinnen.
8286,"»Aber vor Allem, fügte er hinzu, keine Zerstreuungen, mein lieber Paganel, und wenn es Ihnen zufällig in den Sinn käme, australisch zu lernen, so studiren Sie mir es nicht etwa aus einer chinesischen Grammatik!«","""Maar wacht u vooral voor verstrooidheid, waarde Paganel!"" voegde hij er bij, ""en mogt gij bij toeval lust krijgen om australisch te leeren, ga het dan niet bestudeeren in een chineesche spraakkunst!"""
8287,An Bord ging Alles vortrefflich.,Alles ging dus bij uitstek goed aan boord.
8288,Lord und Lady Glenarvan beobachteten mit Interesse John Mangles und Mary Grant.,"Met belangstelling sloegen lord en lady Glenarvan, John Mangles en Mary Grant gade."
8289,"Sie fanden Nichts dagegen einzuwenden, und da John nicht davon sprach, war es entschieden am besten, den Gegenstand nicht zu berühren.","Zij vonden geen reden om aanmerkingen te maken, en daar John zelf zweeg, was het ook maar het best om zich onkundig te houden."
8290,»Was wird Kapitän Grant dazu denken? sagte da Glenarvan einmal zu Lady Helena.,"""Hoe zal kapitein Grant er over denken?"" vroeg Glenarvan eens aan zijn vrouw."
8291,"– Er wird denken, daß John Mary's würdig ist, mein lieber Edward, und er wird sich nicht täuschen.«","""Hij zal denken, dat John Mary waardig is, lieve Edward! en hij zal niet bedrogen uitkomen."""
8292,Inzwischen steuerte die Yacht rasch ihrem Ziele zu.,Intusschen naderde het jagt snel de plaats zijner bestemming.
8293,"Am 16. November, fünf Tage, nachdem man Cap Corrientes aus dem Gesichte verloren hatte, wehten günstige Westwinde, dieselben, welche sich die Schiffer beim Umsegeln der Südspitze Afrikas gegenüber den dort gewöhnlichen Südostwinden gern zu Nutze machen. Der Duncan zog alle Segel auf und fuhr wagehalsig rasch weiter.","Vijf dagen, nadat zij kaap Corrientes uit het oog hadden verloren, den 16den November, stak er een fiksche westewind op, hetgeen aan de schepen, die Afrika's zuidspits omvaren, zeer goed te stade komt tegen de regelmatige zuidoostewinden. De _Duncan_ zette alle zeilen bij, en voor haar fokkezeil, haar groote bezaan, haar mars- en bramzeil, haar lij-, steng- en stagzeilen, liep zij verbazend snel met bakboordshalzen."
